[22-Feb-2023 07:04:29 UTC] PHP Parse error:  syntax error, unexpected '}' in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 311
[22-Feb-2023 07:11:57 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:11:57 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:11:57 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:12:50 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:12:50 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:12:50 UTC] PHP Notice:  Undefined variable: result in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 322
[22-Feb-2023 07:12:50 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:12:50 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:12:51 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:12:51 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:12:51 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:12:51 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:00 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:00 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:00 UTC] PHP Notice:  Undefined variable: result in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 309
[22-Feb-2023 07:13:00 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:00 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:01 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:01 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:01 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:01 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:07 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:07 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:07 UTC] PHP Notice:  Undefined variable: result in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 304
[22-Feb-2023 07:13:08 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:08 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:08 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:08 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:08 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:08 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:13 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:13 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:13 UTC] PHP Notice:  Undefined variable: result in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 300
[22-Feb-2023 07:13:13 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:13 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:14 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:14 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:14 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:14 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:34 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:34 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:34 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:34 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:35 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:35 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:35 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:35 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:42 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:42 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:54 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:54 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:54 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:13:54 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:13:55 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
